TIPO DE RESIDUO,TONELADAS,MES,ANO
ALIM VENCIDOS,0.0,jan,2018
ANIMAIS,2.08,jan,2018
DIVERSOS,18644.22,jan,2018
DOMICILIAR,364262.97,jan,2018
ENTULHO APREENDIDO,23.24,jan,2018
ENTULHO MANUAL,4851.41,jan,2018
ENTULHO MECANIZADO,41901.74,jan,2018
ESGOTO,19667.15,jan,2018
FEIRA LIVRE,6071.84,jan,2018
GG SAUDE,2722.67,jan,2018
PG SAUDE,642.52,jan,2018
PODA,3122.83,jan,2018
REJEITO,0.0,jan,2018
REJEITO-CMT CMJ,1235.86,jan,2018
RESIDUOS DE BOCA DE LOBO,706.86,jan,2018
RESIDUOS DE CORREGOS,9525.26,jan,2018
RESIDUOS DE ECOPONTO,30341.43,jan,2018
RESIDUOS DE PISCINAO,13139.55,jan,2018
SELETIVA,7735.87,jan,2018
VARRICAO,7058.05,jan,2018
VARRICAO MECANIZADA,5.28,jan,2018
ALIM VENCIDOS,0.0,fev,2018
ANIMAIS,1.8,fev,2018
DIVERSOS,18396.62,fev,2018
DOMICILIAR,290663.37,fev,2018
ENTULHO APREENDIDO,15.02,fev,2018
ENTULHO MANUAL,4490.55,fev,2018
ENTULHO MECANIZADO,39529.16,fev,2018
ESGOTO,18039.83,fev,2018
FEIRA LIVRE,5577.81,fev,2018
GG SAUDE,2540.75,fev,2018
PG SAUDE,616.52,fev,2018
PODA,2176.01,fev,2018
REJEITO,0.0,fev,2018
REJEITO-CMT CMJ,1025.96,fev,2018
RESIDUOS DE BOCA DE LOBO,756.81,fev,2018
RESIDUOS DE CORREGOS,6315.12,fev,2018
RESIDUOS DE ECOPONTO,31229.73,fev,2018
RESIDUOS DE PISCINAO,16060.13,fev,2018
SELETIVA,6281.7,fev,2018
VARRICAO,6837.29,fev,2018
VARRICAO MECANIZADA,1.12,fev,2018
ALIM VENCIDOS,0.0,mar,2018
ANIMAIS,2.35,mar,2018
DIVERSOS,20431.31,mar,2018
DOMICILIAR,328072.44,mar,2018
ENTULHO APREENDIDO,14.22,mar,2018
ENTULHO MANUAL,5098.62,mar,2018
ENTULHO MECANIZADO,42499.88,mar,2018
ESGOTO,18787.17,mar,2018
FEIRA LIVRE,6236.49,mar,2018
GG SAUDE,2956.08,mar,2018
PG SAUDE,730.04,mar,2018
PODA,2320.57,mar,2018
REJEITO,0.0,mar,2018
REJEITO-CMT CMJ,1025.12,mar,2018
RESIDUOS DE BOCA DE LOBO,743.83,mar,2018
RESIDUOS DE CORREGOS,7077.64,mar,2018
RESIDUOS DE ECOPONTO,35159.4,mar,2018
RESIDUOS DE PISCINAO,13445.39,mar,2018
SELETIVA,6891.0,mar,2018
VARRICAO,7414.03,mar,2018
VARRICAO MECANIZADA,0.0,mar,2018
ALIM VENCIDOS,0.0,abr,2018
ANIMAIS,2.96,abr,2018
DIVERSOS,21404.26,abr,2018
DOMICILIAR,300843.73,abr,2018
ENTULHO APREENDIDO,0.0,abr,2018
ENTULHO MANUAL,4639.78,abr,2018
ENTULHO MECANIZADO,41291.14,abr,2018
ESGOTO,15991.13,abr,2018
FEIRA LIVRE,5436.69,abr,2018
GG SAUDE,2869.01,abr,2018
PG SAUDE,710.65,abr,2018
PODA,2212.91,abr,2018
REJEITO,0.0,abr,2018
REJEITO-CMT CMJ,1069.42,abr,2018
RESIDUOS DE BOCA DE LOBO,720.08,abr,2018
RESIDUOS DE CORREGOS,6543.24,abr,2018
RESIDUOS DE ECOPONTO,32840.68,abr,2018
RESIDUOS DE PISCINAO,14625.67,abr,2018
SELETIVA,6485.27,abr,2018
VARRICAO,6562.55,abr,2018
VARRICAO MECANIZADA,7.65,abr,2018
ALIM VENCIDOS,0.0,mai,2018
ANIMAIS,6.15,mai,2018
DIVERSOS,15655.92,mai,2018
DOMICILIAR,302710.48,mai,2018
ENTULHO APREENDIDO,0.0,mai,2018
ENTULHO MANUAL,10407.79,mai,2018
ENTULHO MECANIZADO,38304.43,mai,2018
ESGOTO,16409.68,mai,2018
FEIRA LIVRE,4666.12,mai,2018
GG SAUDE,2911.62,mai,2018
PG SAUDE,717.14,mai,2018
PODA,2736.98,mai,2018
REJEITO,0.0,mai,2018
REJEITO-CMT CMJ,815.55,mai,2018
RESIDUOS DE BOCA DE LOBO,809.43,mai,2018
RESIDUOS DE CORREGOS,5709.84,mai,2018
RESIDUOS DE ECOPONTO,33690.45,mai,2018
RESIDUOS DE PISCINAO,14060.7,mai,2018
SELETIVA,4848.67,mai,2018
VARRICAO,6785.16,mai,2018
VARRICAO MECANIZADA,33.71,mai,2018
ALIM VENCIDOS,5.92,jun,2018
ANIMAIS,2.38,jun,2018
DIVERSOS,17537.15,jun,2018
DOMICILIAR,288833.64,jun,2018
ENTULHO APREENDIDO,6.71,jun,2018
ENTULHO MANUAL,4601.27,jun,2018
ENTULHO MECANIZADO,45147.82,jun,2018
ESGOTO,14546.36,jun,2018
FEIRA LIVRE,5437.57,jun,2018
GG SAUDE,2800.52,jun,2018
PG SAUDE,725.12,jun,2018
PODA,3345.13,jun,2018
REJEITO,0.0,jun,2018
REJEITO-CMT CMJ,918.96,jun,2018
RESIDUOS DE BOCA DE LOBO,471.09,jun,2018
RESIDUOS DE CORREGOS,7405.85,jun,2018
RESIDUOS DE ECOPONTO,30819.49,jun,2018
RESIDUOS DE PISCINAO,14869.85,jun,2018
SELETIVA,6183.86,jun,2018
VARRICAO,6467.5,jun,2018
VARRICAO MECANIZADA,149.8,jun,2018
ALIM VENCIDOS,0.0,jul,2018
ANIMAIS,3.98,jul,2018
DIVERSOS,17925.85,jul,2018
DOMICILIAR,294044.59,jul,2018
ENTULHO APREENDIDO,0.0,jul,2018
ENTULHO MANUAL,5175.38,jul,2018
ENTULHO MECANIZADO,41939.42,jul,2018
ESGOTO,16385.09,jul,2018
FEIRA LIVRE,5366.9,jul,2018
GG SAUDE,2805.82,jul,2018
PG SAUDE,693.63,jul,2018
PODA,3087.89,jul,2018
REJEITO,0.0,jul,2018
REJEITO-CMT CMJ,926.39,jul,2018
RESIDUOS DE BOCA DE LOBO,594.27,jul,2018
RESIDUOS DE CORREGOS,6870.84,jul,2018
RESIDUOS DE ECOPONTO,36618.21,jul,2018
RESIDUOS DE PISCINAO,13337.09,jul,2018
SELETIVA,6010.86,jul,2018
VARRICAO,6417.94,jul,2018
VARRICAO MECANIZADA,104.19,jul,2018
ALIM VENCIDOS,0.0,ago,2018
ANIMAIS,1.7,ago,2018
DIVERSOS,18715.0,ago,2018
DOMICILIAR,301608.39,ago,2018
ENTULHO APREENDIDO,0.0,ago,2018
ENTULHO MANUAL,5266.36,ago,2018
ENTULHO MECANIZADO,45051.74,ago,2018
ESGOTO,18508.85,ago,2018
FEIRA LIVRE,5680.9,ago,2018
GG SAUDE,2930.61,ago,2018
PG SAUDE,800.33,ago,2018
PODA,3790.35,ago,2018
REJEITO,0.0,ago,2018
REJEITO-CMT CMJ,899.52,ago,2018
RESIDUOS DE BOCA DE LOBO,595.25,ago,2018
RESIDUOS DE CORREGOS,6246.03,ago,2018
RESIDUOS DE ECOPONTO,38597.22,ago,2018
RESIDUOS DE PISCINAO,13647.67,ago,2018
SELETIVA,6279.49,ago,2018
VARRICAO,6825.77,ago,2018
VARRICAO MECANIZADA,17.61,ago,2018
ALIM VENCIDOS,0.0,set,2018
ANIMAIS,1.89,set,2018
DIVERSOS,17496.35,set,2018
DOMICILIAR,287203.53,set,2018
ENTULHO APREENDIDO,6.24,set,2018
ENTULHO MANUAL,4388.46,set,2018
ENTULHO MECANIZADO,36047.91,set,2018
ESGOTO,17831.45,set,2018
FEIRA LIVRE,6106.25,set,2018
GG SAUDE,2717.92,set,2018
PG SAUDE,697.43,set,2018
PODA,2996.64,set,2018
REJEITO,0.0,set,2018
REJEITO-CMT CMJ,826.87,set,2018
RESIDUOS DE BOCA DE LOBO,577.81,set,2018
RESIDUOS DE CORREGOS,7224.38,set,2018
RESIDUOS DE ECOPONTO,35352.46,set,2018
RESIDUOS DE PISCINAO,12762.75,set,2018
SELETIVA,5844.25,set,2018
VARRICAO,6830.25,set,2018
VARRICAO MECANIZADA,19.16,set,2018
ALIM VENCIDOS,0.0,out,2018
ANIMAIS,4.33,out,2018
DIVERSOS,18713.37,out,2018
DOMICILIAR,327744.54,out,2018
ENTULHO APREENDIDO,2.99,out,2018
ENTULHO MANUAL,4287.23,out,2018
ENTULHO MECANIZADO,37632.21,out,2018
ESGOTO,17657.96,out,2018
FEIRA LIVRE,6398.65,out,2018
GG SAUDE,2928.47,out,2018
PG SAUDE,801.58,out,2018
PODA,3598.3,out,2018
REJEITO,0.0,out,2018
REJEITO-CMT CMJ,1040.02,out,2018
RESIDUOS DE BOCA DE LOBO,1133.66,out,2018
RESIDUOS DE CORREGOS,9107.37,out,2018
RESIDUOS DE ECOPONTO,37427.67,out,2018
RESIDUOS DE PISCINAO,13075.8,out,2018
SELETIVA,6673.95,out,2018
VARRICAO,6737.53,out,2018
VARRICAO MECANIZADA,0.0,out,2018
ALIM VENCIDOS,0.0,nov,2018
ANIMAIS,6.03,nov,2018
DIVERSOS,20262.06,nov,2018
DOMICILIAR,309063.1,nov,2018
ENTULHO APREENDIDO,8.52,nov,2018
ENTULHO MANUAL,3674.33,nov,2018
ENTULHO MECANIZADO,22428.83,nov,2018
ESGOTO,18260.2,nov,2018
FEIRA LIVRE,6225.89,nov,2018
GG SAUDE,2727.79,nov,2018
PG SAUDE,723.36,nov,2018
PODA,4092.61,nov,2018
REJEITO,0.0,nov,2018
REJEITO-CMT CMJ,955.24,nov,2018
RESIDUOS DE BOCA DE LOBO,883.76,nov,2018
RESIDUOS DE CORREGOS,8739.84,nov,2018
RESIDUOS DE ECOPONTO,36072.51,nov,2018
RESIDUOS DE PISCINAO,17827.14,nov,2018
SELETIVA,6301.43,nov,2018
VARRICAO,6258.33,nov,2018
VARRICAO MECANIZADA,3.28,nov,2018
ALIM VENCIDOS,0.0,dez,2018
ANIMAIS,2.44,dez,2018
DIVERSOS,17488.34,dez,2018
DOMICILIAR,334787.98,dez,2018
ENTULHO APREENDIDO,0.0,dez,2018
ENTULHO MANUAL,3588.97,dez,2018
ENTULHO MECANIZADO,23304.96,dez,2018
ESGOTO,19807.23,dez,2018
FEIRA LIVRE,5945.88,dez,2018
GG SAUDE,2650.39,dez,2018
PG SAUDE,711.01,dez,2018
PODA,4195.1,dez,2018
REJEITO,0.0,dez,2018
REJEITO-CMT CMJ,1103.64,dez,2018
RESIDUOS DE BOCA DE LOBO,935.94,dez,2018
RESIDUOS DE CORREGOS,7950.33,dez,2018
RESIDUOS DE ECOPONTO,35672.88,dez,2018
RESIDUOS DE PISCINAO,20267.52,dez,2018
SELETIVA,7370.23,dez,2018
VARRICAO,7304.16,dez,2018
VARRICAO MECANIZADA,105.79,dez,2018
